년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2021,산철쭉공원,어린이 놀이시설지역,공원용지,1지역,1500,0.3~3,0.38,7.5,5.33,0.02,14.9,0,230.4,7.5,,,,,,,,,,,,,,,8.6
2021,해바라기공원,어린이 놀이시설지역,공원용지,1지역,4504,0.3~3,0.36,10.2,7.69,0.02,16.2,0,56.6,12.5,,,,,,,,,,,,,,,7
2021,연신자원,원광석·고철 등의 보관·사용지역,임야,2지역,627,0.3~3,1.13,41.6,0,0.01,15.3,0,104.4,70,,,,,,,,,,,,,,,7.1
2021,호남상회,원광석·고철 등의 보관·사용지역,답,1지역,639,0.3~3,4.98,3395.2,35.42,2.54,1187.6,0,2849.6,111.4,,,,,,,,,,,,,,,7.7
2021,대우자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,120,0.3~3,0.64,25.2,4.41,0.04,23.8,0,79.5,25.6,,,,,,,,,,,,,,,7.2
2021,삼환운수,교통관련시설지역,대지(2지역),2지역,820,0.3~3,1.38,48.3,11.56,0.07,59.3,0,213.9,21.5,,0,,,0.07,0,0,0,0,64,0,0,,0,7.9
2021,진관공영차고지,교통관련시설지역,대지(2지역),2지역,16529,0.3~3,0.78,33,6.19,0.05,31.6,0,145.2,26.7,,0,,,0,0,0,0,0,0,0,0,,0,5.7
2021,한성자동차정비공업사,교통관련시설지역,대지(2지역),2지역,559,0.3~3,0.98,37.7,9.23,0.11,37.1,0,129.7,31,,0,,,0.06,0,0,0,0,145,0,0,,0,6.9
2021,해강오토,교통관련시설지역,대지(2지역),2지역,159,0.3~3,1.2,84.7,17.5,0.12,146.5,0,326.4,32.2,,0,,,0.06,0,0,0,0,0,0,0,,0,6.6
2021,토양오염 발생 인근 지역,사고·민원 등 발생지역,답,1지역,1622,0.3~3,0.51,32.7,10.14,0.07,22.8,0,66.5,13.2,236,0,0,0,0,0,0,0,0,0,0,0,,0,8
2021,토양오염 발생 인근 지역,사고·민원 등 발생지역,답,1지역,581,0.3~3,0.99,40.8,6.53,0.05,24.6,0,159.3,18.3,336,0,0,0,0.03,0,0,0,0,63,0,0,,0,8.8
2021,토양오염 발생 인근 지역,사고·민원 등 발생지역,답,1지역,582,0.3~3,0.86,63.1,12.12,0.18,80.5,0,206.4,16.1,297,0,0,0,0,0,0,0,0,184,0,0,,0,7.5
2021,토양오염 발생 인근 지역,사고·민원 등 발생지역,대지(2지역),2지역,833,0.3~3,3.24,104.3,16.33,0.08,318.5,0,411.9,22.8,397,0,0,0,0,0,0,0,0,0,0,0,,0,5.6
2021,분토골어린이공원,어린이 놀이시설지역,공원용지,1지역,996,0.3~3,0.56,34,5.71,0.01,14.7,0,116.1,9.4,,,,,,,,,,,,,,,7.1
2021,신흥어린이공원,어린이 놀이시설지역,공원용지,1지역,937,0.3~3,0.32,15.7,4.16,0.01,13.4,0,74,6.3,,,,,,,,,,,,,,,6.4
2021,양천리누리터어린이공원,어린이 놀이시설지역,공원용지,1지역,5153,0.3~3,0.38,6,1.6,0,15.3,0,60.5,4.3,,,,,,,,,,,,,,,7.6
2021,대조1구역 재개발,토지개발지역,대지(1지역),1지역,111665,0.3~3,1.13,54.2,8.64,0.17,50.4,0,178.7,36,237,0,,,0,0,0,0,0,0,0,0,,0,8.6
2021,대조1구역 재개발,토지개발지역,대지(1지역),1지역,111665,0.3~3,0.83,27.9,5.38,0.13,31.1,0,114.8,25.5,194,0,,,0.02,0,0,0,0,0,0,0,,0,6.2
2021,수색7구역 재개발,토지개발지역,대지(1지역),1지역,31769,0.3~3,0.79,19.1,9.02,0.07,27.2,0,95.9,23.7,383,0,,,0,0,0,0,0,70,0,0,,0,6.8
2021,수색7구역 재개발,토지개발지역,대지(1지역),1지역,31769,0.3~3,1.93,34,14.87,0.02,42.5,0,227.5,18.2,382,0,,,0.02,0,0,0,0,0,0,0,,0,7.7
2021,삼보자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,298,0.3~3,0.88,24.6,6.55,0.12,69.2,0,101.9,28.7,,,,,,,,,,,,,,,7.9
2021,예스택시,교통관련시설지역,대지(2지역),2지역,1378,0.3~3,1,49.9,10.75,0.09,31.3,0,145.1,10.9,,0,,,0,0,0.2,0,0,0,0,0,,0,8.8
2021,동성택시/스카이택시,교통관련시설지역,대지(2지역),2지역,1334,0.3~3,0.98,25.9,5.26,0.07,43.9,0,171.2,12,,0,,,0,0,0.8,0,0,0,0,0,,0,7.4
2021,동성택시/스카이택시,교통관련시설지역,대지(2지역),2지역,1334,0.3~3,0.97,27.3,5.41,0.09,40,0,166.4,12.1,,0,,,0.05,0,1.3,0,0,218,0,0,,0,8.9
2021,화인택시,교통관련시설지역,대지(2지역),2지역,1402,0.3~3,0.68,14.3,2.94,0.06,43.2,0,173.2,7.8,,0,,,0,0,0.6,0,0,0,0,0,,0,8.8
2021,삼미상사(주) 서부주유소,노후·방치 주유소 지역,주유소용지,3지역,1260,0.3~5,,,,,,,,,,,,,,0,2.4,0.7,0.6,0,0,0,,0,6.2
2021,남정주유소,노후·방치 주유소 지역,대지(2지역),2지역,332,0.3~5,,,,,,,,,,,,,,0,1.1,0,0,0,0,0,,0,7.1
2021,세화정비사업소,교통관련시설지역,대지(2지역),2지역,1343,0.3~3,0.98,64.5,10.01,0.16,95.5,0.9,348.7,31,,0,,,0,0,1.2,0,1,609,0,0,,0,9.1
2021,창천문화공원,어린이 놀이시설지역,공원용지,1지역,2326,0.3~3,0.88,37.7,7.53,0.72,28.3,0,120.8,29.7,,,,,,,,,,,,,,,9.2
2021,궁뜰어린이공원,어린이 놀이시설지역,공원용지,1지역,983,0.3~3,0.4,7.4,2.65,0.02,9.8,0,51,5.6,,,,,,,,,,,,,,,8.8
2021,불천어린이공원,어린이 놀이시설지역,공원용지,1지역,1953,0.3~3,0.72,19,5.76,0.09,22.9,0,117.5,14.4,,,,,,,,,,,,,,,9.1
2021,실락어린이공원,어린이 놀이시설지역,공원용지,1지역,17452,0.3~3,0.36,10.4,4.28,0.06,14.1,0,43.7,7.8,,,,,,,,,,,,,,,8.8
2021,북아현2구역 재개발정비사업,토지개발지역,대지(1지역),1지역,125500,0.3~3,1.3,87.1,17.53,0.3,270,0,233.4,48.7,214,0,,,0,0,0.4,0.1,0.3,55,0,0,,0,7.3
2021,북아현2구역 재개발정비사업,토지개발지역,대지(1지역),1지역,125500,0.3~3,0.92,60.1,5.59,0.32,59.6,0,203.8,21.8,288,0,,,0,0,1.2,0,1,0,0,0,,0,8.4
2021,서강대학교(국제인문관_정하상관),지하수 오염지역,학교용지,1지역,64813,0~0.5,1.1,41.8,7.4,0.09,44.2,0,119.5,73,442,0,0,0,0,0,0,0,0,75,0,0,,0,8.7
2021,애니카랜드 성산점,교통관련시설지역,대지(2지역),2지역,191,0.3~3,0.85,57,6.96,0.06,76.8,0,167.5,119,,0,,,0,0,0,0,0,116,0,0,,0,10.5
2021,(주)케이엠식스,교통관련시설지역,주차장,3지역,1827,0.3~3,0.93,56,7.37,0.03,62.1,0,156.4,24.4,,0,,,0,0,0,0,0,0,0,0,,0,9.2
2021,연남점현대자동차,교통관련시설지역,대지(2지역),2지역,478,0.3~3,0.49,40.6,5.71,0.14,55.4,0,114.3,17.4,,0,,,0,0,0,0,0,0,0,0,,0,9.4
2021,원스톱코너,교통관련시설지역,잡종지(2지역),2지역,79,0.3~3,1.15,41.5,7.25,0.18,82.3,0,186.2,23.1,,0,,,0,0,0,0,0,110,0,0,,0,9.2
2021,(주)안국에너지 망원동주유소,교통관련시설지역,주유소용지,3지역,552,0.3~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,7.3
2021,성산주유소,노후·방치 주유소 지역,주유소용지,3지역,347,0.3~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.8
2021,SK에너지(주)양지주유소,교통관련시설지역,주유소용지,3지역,780,0.3~5,,,,,,,,,,,,,,0,0,0,2,86,0,0,,0,9.2
2021,큰길어린이공원,어린이 놀이시설지역,공원용지,1지역,942,0.3~3,0.4,10,4.89,0.02,40.6,0,66.7,9.7,,,,,,,,,,,,,,,8.5
2021,성사천어린이공원,어린이 놀이시설지역,공원용지,1지역,166,0.3~3,0.99,55.4,11.1,0.18,92.2,0.9,289.3,50,,,,,,,,,,,,,,,9.9
2021,복사꽃어린이소공원,어린이 놀이시설지역,공원용지,1지역,1199,0.3~3,1.05,86.5,8.85,0.2,126.6,0,190.9,36.1,,,,,,,,,,,,,,,7
2021,삼미자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,673,0.3~3,1.37,51.6,8.72,0,27.5,0,99.3,39.7,,,,,,,,,,,,,,,7.3
2021,우리들자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,350,0.3~3,0.64,79.3,4.91,0.03,36.8,0,202.1,26,,,,,,,,,,,,,,,7.2
2021,양천공영차고지,교통관련시설지역,주차장,3지역,47450,0.3~3,0.72,27.8,8.56,0.01,18,0,77.1,48.8,,0,,,0,0,0,0,1,0,0,0,,0,5.8
2021,목동주유소,교통관련시설지역,주유소용지,3지역,385,0.3~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,6.6
2021,중부운수(주),교통관련시설지역,잡종지(2지역),2지역,3911,0.3~3,1.19,50.2,6.74,0.02,38.5,0,122.7,48.9,,0,,,0,0,0,0,0,0,0,0,,0,7.4
2021,신길운수(주),교통관련시설지역,대지(2지역),2지역,2460,0.3~3,0.77,27.4,5.72,0.02,27.3,0,77.3,52.5,,0,,,0,0,0,0,0,54,0,0,,0,6.3
2021,(주)이지스오토랩,교통관련시설지역,대지(2지역),2지역,1292,0.3~3,0.89,48,12.45,0.38,34.3,0,165.6,22.6,,0,,,0,0,0,0,0,63,0,0,,0,9.5
2021,스피드메이트 OK점,교통관련시설지역,주유소용지,3지역,1566,0.3~3,1.12,37.8,4.76,0,19.6,0,84.2,29.3,,0,,,0,0,0,0,0,0,0,0,,0,7.9
2021,애니카랜드 신목동점,교통관련시설지역,대지(2지역),2지역,198,0.3~3,0.79,160.1,5.95,0.06,33.8,0,131.1,24.4,,0,,,0,0,0,0,0,84,0,0,,0,10.4
2021,(주)티스테이션 목동중앙점,교통관련시설지역,대지(2지역),2지역,307,0.3~3,1.48,75.7,2.44,0.1,19.1,0,90.6,45.6,,0,,,0,0,0,0,0,0,0,0,,0,7.4
2021,뿔라자동차공업사,교통관련시설지역,대지(2지역),2지역,158,0.3~3,0.97,34.9,9.59,0.01,30.1,0,99.8,36,,0,,,0,0,0,0,0,0,0,0,,0,8.5
2021,서울교통공사 신정차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,212891,0.3~3,1.38,76.2,17.05,0.05,100.7,0,299.5,65.8,,0,,,0,0,0.3,0.2,0.2,149,0,0,0,0,6.4
2021,서울교통공사 신정차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,212891,0.3~3,0.82,48.6,7.31,0.05,46.8,0,106.7,52.8,,0,,,0,0,0,0,0,60,0,0,0,0,7.5
2021,서울교통공사 신정차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,212891,0.3~3,0.62,30.5,6.35,0.15,62.4,0,98.1,64.1,,0,,,0,0,0,0,0,0,0,0,0,0,7.4
2021,호돌이어린이공원,어린이 놀이시설지역,공원용지,1지역,3399,0.3~3,0.44,8,5.96,0,9.6,0,38.5,9.7,,,,,,,,,,,,,,,8.9
2021,꿈동산어린이공원,어린이 놀이시설지역,공원용지,1지역,3730,0.3~3,0.58,24.6,7.77,0.05,27.1,0,101.7,10.8,,,,,,,,,,,,,,,7.3
2021,(주)한국브러쉬,산업단지 및 공장지역,대지(2지역),2지역,1005,0.3~3,0.68,21.7,8.77,0.01,18.3,0,64.7,21.9,274,0,0,0,0,,,,,,0,0,,0,6.7
2021,(주)인광씨엔티,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,2645,0.3~3,0.84,82.8,11.38,0.19,58.5,0,246.2,23.4,,,,,,,,,,,,,,,10.5
2021,극동상록수아파트,지하수 오염지역,대지(1지역),1지역,7847,0.3~2.5,0.94,88.9,8.2,0.09,50.4,0,232.3,35.2,340,0,0,0,0.09,0,0,0,0,190,0,0,,0,8.6
2021,극동상록수아파트,지하수 오염지역,대지(1지역),1지역,7847,2.5~5,0.94,59.3,9.04,0.07,56.7,0,195.7,36.6,224,0,0,0,0,0,0,0,0,0,0,0,,0,6.5
2021,극동상록수아파트,지하수 오염지역,대지(1지역),1지역,7847,5~7,0.97,66.1,7.37,0.04,30.9,0,119,60.7,204,0,0,0,0,0,0,0,0,0,0,0,,0,6.6
2021,한독교통,교통관련시설지역,대지(2지역),2지역,1123,0.3~3,0.42,13.2,13.72,0.02,18.7,0,49.1,15.3,,0,,,0,0,0,0,0,0,0,0,,0,5.6
2021,안진교통,교통관련시설지역,대지(2지역),2지역,1122,0.3~3,0.44,9.5,7.35,0.03,21.8,0,44.2,8.7,,0,,,0,0,0,0,0,0,0,0,,0,8.5
2021,우진운수,교통관련시설지역,잡종지(2지역),2지역,1876,0.3~3,1.12,94.7,9.84,0.1,45.1,0,207.1,27,,0,,,0.03,0,0,0,0,89,0,0,,0,9
2021,쌍용자동차강서정비센터,교통관련시설지역,잡종지(2지역),2지역,2049,0.3~3,0.47,11.3,5.31,0.02,16.4,0,74.4,7.5,,0,,,0,0,0,0,0,0,0,0,,0,10.7
2021,선인자동차(주) 강서서비스센터,교통관련시설지역,대지(2지역),2지역,2010,0.3~3,0.56,15.1,5.99,0.02,15.8,3,57.5,16.6,,0,,,0,0,0,0,0,191,0,0,,0,6.9
2021,오신산업(주),교통관련시설지역,대지(2지역),2지역,2376,0.3~3,0.6,11.6,5.36,0.02,16.3,0,51.2,15.1,,0,,,0,0,0,0,0,0,0,0,,0,7.1
2021,방화차량기지,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,11920,0.3~3,0.66,15,4.68,0,17.5,0,71.1,24.7,,0,,,0,0,0,0,0,0,0,0,0,0,7.7
2021,방화차량기지,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,11920,0.3~3,0.83,41.4,7.28,0,16.3,0,88.8,38.1,,0,,,0,0,0,0,0,0,0,0,0,0,8.7
2021,방화차량기지,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,11920,0.3~3,0.79,37.9,6.45,0.01,20.8,0,84.1,38.2,,0,,,0,0,0,0,0,0,0,0,0,0,7.5
2021,꿈자람어린이공원,어린이 놀이시설지역,공원용지,1지역,2000,0.3~3,0.45,3.5,5.2,0,16.6,0,49.5,4,,,,,,,,,,,,,,,7.9
2021,큰동산어린이공원,어린이 놀이시설지역,공원용지,1지역,2066,0.3~3,0.96,34.6,8.37,0.05,42.2,0,197.7,22.7,,,,,,,,,,,,,,,8.9
2021,푸르미어린이공원,어린이 놀이시설지역,공원용지,1지역,1492,0.3~3,0.31,3.2,2.49,0.01,22.4,0,50.9,3.4,,,,,,,,,,,,,,,8
2021,마곡지구3공구,토지개발지역,답,1지역,503875,0.3~3,0.71,27.2,9.49,0.05,24.8,0,99.1,19.2,209,0,,,0,0,0,0,0,0,0,0,,0,8.6
2021,마곡지구3공구,토지개발지역,답,1지역,503875,0.3~3,0.45,17.7,7.2,0.04,20,0,65,17.2,203,0,,,0,0,0,0,0,0,0,0,,0,6.4
2021,서울세곡초등학교,공장폐수 유입지역,학교용지,1지역,14549,0.3~3,1.06,12.2,4.29,0,63.2,0,168.1,55,194,0,,,0,,,,,,0,0,,0,5.1
2021,신도림초등학교,공장폐수 유입지역,학교용지,1지역,8712,0.3~3,0.72,28.3,5.16,0.16,25,0,116.2,20.5,244,0,,,0,,,,,,0,0,,0,8.8
2021,동일자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,100,0.3~3,1.31,51.3,8.95,0.07,64.4,0,228.6,42.2,,,,,,,,,,,,,,,6.9
2021,제이제이모터스/구로아지트셀프세차장,교통관련시설지역,대지(2지역),2지역,570,0.3~3,0.44,17.8,7.02,0,18,0,56.9,12.1,,0,,,0,1,0,0,0,132,0,0,,0,9.4
2021,제이제이모터스/구로아지트셀프세차장,교통관련시설지역,대지(2지역),2지역,570,0.3~3,1.03,61.3,8.16,0.05,50.9,0,277.5,42.7,,0,,,0,1,0,0,0,702,0,0,,0,10.1
2021,핑거워시,교통관련시설지역,주차장,3지역,1267,0.3~3,0.92,19.6,4.41,0,33.5,0,121,5.4,,0,,,0,0,3.9,1.1,0.7,53,0,0,,0,8.4
2021,(주)한미석유 구로그린주유소,교통관련시설지역,주유소용지,3지역,1303,0.3~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,7.3
2021,현대오일뱅크(주)직영 구로셀프주유소,교통관련시설지역,주유소용지,3지역,1687,0.3~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9
2021,천왕차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,18439,0.3~3,2.39,122,2.77,0.02,16.4,0,74.1,55.8,,0,,,0,0,0,0,0,0,0,0,0.014,0,3.8
2021,천왕차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,18439,0.3~3,1.39,47.5,7.87,0.14,26.4,0.8,71.2,25.3,,0,,,0,1,0,0,0,57,0,0,0,0,3.7
2021,천왕차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,18439,0.3~3,1.52,140.2,4.7,0.02,19.2,0,114.2,83.4,,0,,,0.06,0,3.3,0.9,0.6,214,0,0,0,0,4.5
2021,구로차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,54135,0.3~3,1.05,31.1,9.87,0.05,27.5,0,84.5,31.8,,0,,,0,0,0,0,0,0,0,0,0,0,10.6
2021,구로차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,54135,0.3~3,1.27,73.5,10.84,0.07,39.9,0,119.1,43.3,,0,,,0,1,0,0,0,0,0,0,0.01,0,6.9
2021,구로차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,54135,0.3~3,1.08,49.6,6.9,0.13,33.4,0,133.2,41.6,,0,,,0,0,0,0,0,59,0,0,0,0,8.4
2021,애경어린이공원,어린이 놀이시설지역,공원용지,1지역,2996,0.3~3,0.41,8.5,4.48,0,5.6,0,48,13.1,,,,,,,,,,,,,,,9.5
2021,미래사랑어린이공원,어린이 놀이시설지역,공원용지,1지역,5840,0.3~3,1.26,27.6,5.92,0.05,29.6,0,144.3,35,,,,,,,,,,,,,,,8.5
2021,국도화학(주),산업단지 및 공장지역,공장용지,3지역,8264,0.3~3,2.27,14.6,5.82,0.01,24.8,0,99.1,10.1,478,0,0,0,0,,,,,,0,0,,0,9.1
2021,서울탁주구로연합제조장,산업단지 및 공장지역,대지(2지역),2지역,3363,0.3~3,2.99,37,6.56,0.01,27.6,0,97.4,42.8,104,0,0,0,0.05,,,,,,0,0,,0,8
2021,(주)재능유통,산업단지 및 공장지역,공장용지,3지역,5580,0.3~3,6.11,150,25.19,0.08,215.5,0,490.7,37,319,0,0,0,0,,,,,,0,0,,0,7.8
2021,S&T중공업(주),산업단지 및 공장지역,공장용지,3지역,6695,0.3~3,2.9,78.5,10.28,0.05,81.4,0,263.8,53.9,279,0,0,0,0.04,,,,,,0,0,,0,6.8
2021,형제자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,262,0.3~3,2.12,43.9,3.69,0.04,21.9,0,124.6,27.7,,,,,,,,,,,,,,,7.3
2021,공주상회,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,350,0.3~3,4.85,158.1,6.55,0.08,44.3,0,292.9,46.3,,,,,,,,,,,,,,,6.4
2021,은평운수(주),교통관련시설지역,대지(2지역),2지역,1093,0.3~3,2.71,35.7,12.8,0.02,34.2,0,139.1,32.1,,0,,,0.03,0,0,0,0,0,0,0,,0,7.8
2021,오토대안자동차공업사,교통관련시설지역,대지(2지역),2지역,498,0.3~3,2.68,162.4,3.26,0.02,48.3,0,272.2,39.4,,0,,,0,0,0,0,0,0,0,0,,0,7.3
2021,일신토탈서비스,교통관련시설지역,주유소용지,3지역,1045,0.3~3,2.89,46.4,10.05,0.03,36.6,0,115.9,46.9,,0,,,0.02,0,0,0,0,0,0,0,,0,9.8
2021,중앙철재종합상가,사고·민원 등 발생지역,대지(2지역),2지역,1214,0.3~3,2.77,48.1,8.64,0.08,40.4,0,154.8,41.4,423,0,0.19,0,0,0,0,0,0,63,0,0,,0,8.7
2021,쌈지어린이공원,어린이 놀이시설지역,공원용지,1지역,982,0.3~3,2.32,49.9,4.09,0.06,34.6,0,143.5,26.7,,,,,,,,,,,,,,,8.3
2021,별장길공원,어린이 놀이시설지역,공원용지,1지역,971,0.3~3,2,39.4,5.84,0.09,34.4,0,156.3,25.6,,,,,,,,,,,,,,,6
2021,신진레이저,산업단지 및 공장지역,대지(2지역),2지역,448,0.3~3,0.97,104.6,10.31,0.09,40.2,0,135.5,34.9,377,0,0,0,0,,,,,,0,0,,0,10.9
2021,문래베어스타운 아파트,공장폐수 유입지역,대지(1지역),1지역,8470,0.3~3,1.01,64,7.91,0.07,38.2,0,209.4,29.3,280,0,0,0,0.02,,,,,,0,0,,0,7.5
2021,한성자원,원광석·고철 등의 보관·사용지역,답,1지역,192,0.3~3,1,55.1,24.2,0.16,43.4,0,151.6,31.3,,,,,,,,,,,,,,,8.9
2021,신길자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,162,0.3~3,1.11,44.8,11.42,0.14,34.3,0,141.8,21,,,,,,,,,,,,,,,11.4
2021,경기자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,229,0.3~3,0.65,40.6,15.19,0.15,55,0,131.8,17.2,,,,,,,,,,,,,,,8.2
2021,문래청소년회관,지하수 오염지역,대지(2지역),2지역,2348,0.3~3,0.82,35.7,2.8,0,23,0,96.6,30.2,254,0,0,0,0,0,0,0,0,0,0,0,,0,7
2021,문래청소년회관,지하수 오염지역,대지(2지역),2지역,2348,3~6,0.97,42,7.57,0.08,34.1,0,125.3,32.3,197,0,0,0,0,0,0,0,0,0,0,0,,0,8.2
2021,문래청소년회관,지하수 오염지역,대지(2지역),2지역,2348,6~7,0.83,30.2,7.44,0.06,34.6,0,126.3,23.4,333,0,0,0,0,0,0,0,0,0,0,0,,0,8.4
2021,행촌주유소,노후·방치 주유소 지역,주유소용지,3지역,475,0.3~5,,,,,,,,,,,,,,0,0.2,0,0,0,0,0,,0,6.9
2021,한경석유(주)경덕주유소,노후·방치 주유소 지역,주유소용지,3지역,456,0.3~5,,,,,,,,,,,,,,0,0.6,0.8,0,178,0,0,,0,11
2021,선유도주유소,노후·방치 주유소 지역,주유소용지,3지역,783,0.3~5,,,,,,,,,,,,,,0,0.6,0.9,0,0,0,0,,0,7.3
2021,남서울고속주유소,노후·방치 주유소 지역,대지(2지역),2지역,756,0.3~5,,,,,,,,,,,,,,0,0.1,0,0,0,0,0,,0,8.1
2021,로이광택세차,교통관련시설지역,대지(2지역),2지역,4761,0.3~3,0.86,288.7,9.09,0.1,54.2,0,146.5,28.2,,0,,,0,0,0,0,0,0,0,0,,0,7
2021,문래셀프세차장,교통관련시설지역,대지(2지역),2지역,2577,0.3~3,0.59,16.9,6.89,0.02,20.7,0,66.4,16.6,,0,,,0,0,0.2,0,0,0,0,0,,0,7.2
2021,양남어린이공원,어린이 놀이시설지역,공원용지,1지역,1467,0.3~3,0.74,32.2,8.47,0.25,33.3,0,142.3,18,,,,,,,,,,,,,,,8.2
2021,신길5동지역주택조합,토지개발지역,대지(1지역),1지역,35000,0.3~3,1.64,39.9,10.21,0.02,43.7,0,154.4,38.4,334,0,,,0,0,0.5,0,0,0,0,0,,0,5.7
2021,신길5동지역주택조합,토지개발지역,대지(1지역),1지역,35000,0.3~3,1.12,55.3,10,0.14,46.9,0,188.1,54,243,0,,,0.02,0,0.4,0,0,154,0,0,,0,9.9
2021,동작자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,387,0.3~3,0.93,41.3,7.37,0.01,22.3,0,84,35.7,,,,,,,,,,,,,,,6.3
2021,한일종합카센터,교통관련시설지역,대지(2지역),2지역,331,0.3~3,0.93,52.8,8.99,0.11,46.7,0,193.5,36.1,,0,,,0,0,5,1.3,0.9,69,0,0,,0,8.1
2021,만도자동차공업사,교통관련시설지역,대지(2지역),2지역,269,0.3~3,0.71,25.8,6.66,0.04,28,0,92.4,24.9,,0,,,0,0,4.3,1.3,1,86,0,0,,0,8.2
2021,현대자동차정비공업사,교통관련시설지역,대지(2지역),2지역,159,0.3~3,2.29,553.5,13.63,0.02,52.9,0,363.3,70.5,,0,,,0,1,0,0,0,0,0,0,,0,6.5
2021,대성산업(주)노량진주유소,교통관련시설지역,대지(2지역),2지역,818,0.3~5,,,,,,,,,,,,,,1,0,0,0,0,0,0,,0,7.9
2021,상도3동마을버스,교통관련시설지역,대지(2지역),2지역,115,0.3~3,0.81,30.5,5.72,0.01,17.5,0,91.2,45.1,,0,,,0,0,0.6,0.1,0.1,0,0,0,,0,6.6
2021,범한택시여객자동차(주),교통관련시설지역,대지(2지역),2지역,410,0.3~3,1.24,47.7,24.91,0.02,175.1,0,174.1,32.5,,0,,,0,0,1.1,0.2,0.2,0,0,0,,0,6.3
2021,현대오일뱅크(주)신대방셀프주유소,노후·방치 주유소 지역,주유소용지,3지역,2482,0.3~5,,,,,,,,,,,,,,1,0,0,0,0,0,0,,0,7.9
2021,현대오일뱅크(주)동작주유소,교통관련시설지역,주유소용지,3지역,953,0.3~5,,,,,,,,,,,,,,0,1.9,0.6,0.4,0,0,0,,0,8.9
2021,(주)성림에너지남성주유소,교통관련시설지역,주유소용지,3지역,633,0.3~5,,,,,,,,,,,,,,1,0,0,0,0,0,0,,0,7.4
2021,매일주유소,교통관련시설지역,대지(2지역),2지역,945,0.3~5,,,,,,,,,,,,,,0,4,1.2,0.8,0,0,0,,0,7.2
2021,사당3동마을버스(주),교통관련시설지역,대지(2지역),2지역,268,0.3~3m,0.84,35.8,2.08,0.04,13.9,0,95.5,58.1,,0,,,0,0,0,0,0,0,0,0,,0,10.2
2021,성신자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,209,0.3~3,0.9,41.5,19.7,0.02,35.1,0,141.2,69.2,,,,,,,,,,,,,,,7.7
2021,오광자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,124,0.3~3,0.42,16.2,6.39,0.02,30.9,0,84.3,15.4,,,,,,,,,,,,,,,7.5
2021,서울자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,426,0.3~3,0.92,39.7,11.43,0.05,37.1,0,106.9,36.4,,,,,,,,,,,,,,,6.2
2021,삼이택시(주),교통관련시설지역,대지(2지역),2지역,1632,0.3~3,1.14,30.3,14.9,0.04,34.4,0,120.1,34.1,,0,,,0,0,0,0,0,0,0,0,,,7.3
2021,보성운수(주),교통관련시설지역,대지(2지역),2지역,454,0.3~3,0.69,31.2,4.56,0.03,26.8,0,108.6,34.7,,0,,,0,0,0,0,0,0,0,0,,,6.8
